function_id,function,module,roles,priority,trigger,core_result,data_objects,evidence,acceptance_focus,state_exception_permission_rule,source_fc
F-3034,Gemini 原生协议中转（/v1beta/models/*）,Relay 网关,user,P1,客户端按 Gemini 原生格式调 /v1beta/models 路径,按 RelayFormatGemini 转发,"Token,Channel",router/relay-router.go relayGeminiRouter POST /v1beta/models/*path 走 RelayFormatGemini；relay/channel/gemini adapter；relay_mode.go /v1beta/models 判 RelayModeGemini,Gemini 路径 /v1beta/models/*path 正确路由；x-goog-api-key 或 query key 时 /v1/models 也走 Gemini 检索,TokenAuth+ModelRequestRateLimit+Distribute 生效；原生格式经 gemini adapter 转换,FC-095
F-3035,Claude 原生协议中转（/v1/messages）,Relay 网关,user,P1,客户端按 Anthropic 原生格式 POST /v1/messages,按 RelayFormatClaude 转发,"Token,Channel",router/relay-router.go POST /messages 走 Relay(RelayFormatClaude)；relay/channel/claude adapter；controller/relay.go RelayFormatClaude 错误分支以 newAPIError.StatusCode 返回,/v1/messages 走 Claude 格式；错误时按 Claude 结构返回（relay.go case RelayFormatClaude）；x-api-key+anthropic-version 头识别 Anthropic 模型列表,TokenAuth 保护；Claude 错误响应格式与 OpenAI 不同,FC-096
F-3036,各厂商原生协议适配（37 个 provider adapter 转换）,Relay 网关,admin|user,P1,请求被分发到对应渠道类型的上游,经 provider adapter 将统一请求转换为厂商原生协议,Channel,relay/channel/ 下 37 个 adapter（tencent/xunfei/zhipu/ali/baidu/aws/vertex/cohere/mistral/codex 等）；REPO-INSPECTION D13 footprint,各 adapter 将统一入参转换为对应厂商协议并解析其响应；新增渠道按 AGENTS Rule4 决定是否加入 streamSupportedChannels,渠道类型常量至 57(constant/channel.go)；adapter 缺失会导致该渠道类型无法中转,FC-097
F-3037,Relay 统一错误处理与渠道自动禁用（按状态码重试/禁用）,Relay 网关,user|admin,P0,上游返回错误状态码,按状态码决定重试或禁用渠道并记录错误日志,"Channel,Log",controller/relay.go ShouldRetryByStatusCode(code)、service.DisableChannel、RecordErrorLog(MaskSensitiveErrorWithStatusCode)、other[status_code],可重试状态码触发重试、不可重试则跳过；满足条件的渠道被 DisableChannel；错误日志脱敏(MaskSensitive)并记录 channel/model/status_code,错误响应按 RelayFormat（OpenAI/Claude/Gemini）分别构造；仅 AutoBan 渠道才允许自动禁用,FC-086
F-3039,io.net 部署集成开关与设置查询,部署管理,admin,P1,管理员打开部署管理页,返回 io.net 启用状态/是否配置 api_key/可连通性,Option,controller/deployment.go GetModelDeploymentSettings：OptionMap[model_deployment.ionet.enabled/api_key]；返回 provider=io.net、enabled、configured、can_connect,enabled 取 OptionMap 是否等于 true；configured=api_key 非空；can_connect=enabled且configured；provider 固定 io.net,deploymentsRoute 挂 AdminAuth；getIoAPIKey 在未启用或 key 缺失时返回错误,FC-098
F-3040,io.net 连接测试（校验 api_key + 返回硬件可用量）,部署管理,admin,P1,管理员点击测试连接提交 api_key,用 EnterpriseClient 验证 key 并返回硬件数与可用量,Option,controller/deployment.go TestIoNetConnection：req.APIKey 为空回退 stored key、NewEnterpriseClient、GetMaxGPUsPerContainer、APIError 透传 message,请求体 key 为空且无存储 key 返回 api_key is required；key 无效返回 ionet.APIError.Message；成功返回 hardware_count/total_available,AdminAuth 保护；空 message 时回退 failed to validate api key,FC-098
F-3041,部署列表查询与状态计数（分页 + 状态聚合）,部署管理,admin,P1,管理员浏览部署集群列表,返回 io.net 部署分页列表及各状态计数,Deployment,controller/deployment.go GetAllDeployments：ListDeployments(SortBy=created_at desc)、mapIoNetDeployment、computeStatusCounts(running/completed/failed 等),返回 items 含 time_remaining/hardware_info/compute_minutes_remaining；status_counts 含 all 与各状态计数；分页 page/page_size/total 正确,AdminAuth+EnterpriseClient；time_remaining 按 ComputeMinutesRemaining 换算小时分钟,FC-099
F-3042,部署搜索（按状态过滤 + 名称关键词本地过滤）,部署管理,admin,P2,管理员按状态或名称搜索部署,返回过滤后的部署列表,Deployment,controller/deployment.go SearchDeployments：status 透传上游、keyword 在本地按 Name Contains 过滤、keyword 非空时 total=len(filtered),status 作为上游过滤参数；keyword 为空返回全部、非空按名称小写包含过滤；total 按过滤后数量修正,AdminAuth 保护,FC-099
F-3043,部署详情查询（GPU/容器/计算分钟/地域）,部署管理,admin,P1,管理员点击某部署查看详情,返回单个部署的硬件/容器/计算用量明细,Deployment,controller/deployment.go GetDeployment：requireDeploymentID、GetDeployment 返回 total_gpus/total_containers/compute_minutes_served/locations/container_config,id 为空返回 deployment ID is required；返回含 gpus_per_container/amount_paid/completed_percent/locations,AdminAuth；deploymentID 必填校验,FC-100
F-3044,创建部署（DeployContainer 下发容器）,部署管理,admin,P1,管理员提交新建部署表单,向 io.net 下发容器部署请求,Deployment,controller/deployment.go CreateDeployment：ShouldBindJSON(ionet.DeploymentRequest)、client.DeployContainer、返回 deployment_id/status,请求体非法返回绑定错误；成功返回 deployment_id/status 与 Deployment created successfully,AdminAuth+EnterpriseClient,FC-098
F-3045,部署更新（UpdateDeployment 配置变更）,部署管理,admin,P2,管理员修改部署配置,提交 io.net 部署更新请求,Deployment,controller/deployment.go UpdateDeployment：requireDeploymentID、ShouldBindJSON(ionet.UpdateDeploymentRequest)、client.UpdateDeployment 返回 status/deployment_id,deploymentID 必填；请求体非法返回错误；成功返回 status/deployment_id,AdminAuth 保护,FC-100
F-3046,部署重命名（名称可用性预检）,部署管理,admin,P2,管理员重命名部署,校验新名称可用后更新部署名,Deployment,controller/deployment.go UpdateDeploymentName：CheckClusterNameAvailability 预检、空名拒绝、UpdateClusterName,name 为空返回 deployment name cannot be empty；名称不可用返回 name is not available；可用预检失败返回 failed to check name availability,AdminAuth；name binding required,FC-100
F-3047,部署续期（ExtendDeployment 延长计算时长）,部署管理,admin,P2,管理员为部署续期,延长部署计算分钟并返回更新后详情,Deployment,controller/deployment.go ExtendDeployment：ShouldBindJSON(ionet.ExtendDurationRequest)、client.ExtendDeployment、mapIoNetDeployment 重构返回,deploymentID 必填；请求体非法返回错误；返回更新后的 compute_minutes_remaining/time_remaining,AdminAuth 保护,FC-100
F-3048,删除部署（请求终止）,部署管理,admin,P2,管理员删除/终止部署,向 io.net 发送终止请求,Deployment,controller/deployment.go DeleteDeployment：requireDeploymentID、client.DeleteDeployment、返回 Deployment termination requested successfully,deploymentID 必填；成功返回 status/deployment_id 与终止确认消息,AdminAuth；DELETE /:id,FC-100
F-3049,硬件类型查询（含总可用量统计）,部署管理,admin,P1,管理员选择部署硬件,返回可用硬件类型列表与总可用量,Deployment,controller/deployment.go GetHardwareTypes：client.ListHardwareTypes 返回 hardware_types/total/total_available,返回 hardware_types 数组、total=类型数、total_available=总可用副本数,AdminAuth+EnterpriseClient,FC-099
F-3050,部署地域查询,部署管理,admin,P2,管理员选择部署地域,返回可用部署地域列表,Deployment,controller/deployment.go GetLocations：client.ListLocations、total 为 0 时回退 len(Locations),返回 locations 数组与 total；上游 total=0 时用列表长度兜底,AdminAuth；GetLocations 用普通 Client（非 Enterprise）,FC-099
F-3051,可用副本查询（按硬件 ID + GPU 数）,部署管理,admin,P2,管理员选硬件后查询可用副本,返回指定硬件与 GPU 数下的可用副本,Deployment,controller/deployment.go GetAvailableReplicas：hardware_id 必填、Atoi 校验大于0、gpu_count 默认 1、client.GetAvailableReplicas,hardware_id 缺失返回 hardware_id parameter is required；非法或不大于0 返回 invalid hardware_id parameter；gpu_count 非正回退 1,AdminAuth+EnterpriseClient,FC-099
F-3052,部署价格预估,部署管理,admin,P1,管理员配置部署后预估费用,返回 io.net 价格预估结果,Deployment,controller/deployment.go GetPriceEstimation：ShouldBindJSON(ionet.PriceEstimationRequest)、client.GetPriceEstimation,请求体非法返回绑定错误；成功返回上游 priceResp,AdminAuth；实际计费以 io.net 为准,FC-100
F-3053,集群名称可用性查询,部署管理,admin,P2,管理员输入集群名实时校验,返回该名称是否可用,Deployment,controller/deployment.go CheckClusterNameAvailability：name 查询参数必填、client.CheckClusterNameAvailability、返回 available/name,name 为空返回 name parameter is required；返回 available 布尔与 name,AdminAuth；GET /check-name,FC-100
F-3054,部署容器列表（含容器事件）,部署管理,admin,P2,管理员查看部署下容器,返回容器列表及每容器事件时间线,"Deployment,Container",controller/deployment.go ListDeploymentContainers：ListContainers、Workers 映射 container_id/device_id/uptime_percent/public_url/events,deploymentID 必填；返回 containers 数组含 events(time/message)、total；无容器时返回空数组与 total=0,AdminAuth+EnterpriseClient,FC-100
F-3055,容器详情查询,部署管理,admin,P2,管理员查看单个容器明细,返回容器硬件/状态/事件详情,Container,controller/deployment.go GetContainerDetails：requireDeploymentID 与 requireContainerID、GetContainerDetails、details 为 nil 返回 not found,deploymentID/container_id 任一为空返回对应必填错误；details 为空返回 container details not found；返回 events/public_url/uptime_percent,AdminAuth；双 ID 必填,FC-100
F-3056,容器日志查询（按级别/流/游标分页 + 时间范围）,部署管理,admin,P2,管理员查看容器运行日志,返回容器原始日志（支持过滤与分页）,Container,controller/deployment.go GetDeploymentLogs：container_id 必填、limit 默认 100 上限 1000、level/stream/cursor/follow、start_time/end_time 按 RFC3339 解析,container_id 缺失返回 container_id parameter is required；limit>1000 截断为 1000；非法时间字符串被忽略；follow=true 启用跟随,AdminAuth；GetDeploymentLogs 用普通 Client；时间需 RFC3339,FC-100
F-4001,管理端全量日志查询（按类型/时间/用户名/令牌名/模型/渠道/分组/请求ID过滤分页）,日志与用量,admin,P0,管理员在日志页设置过滤条件翻页,返回符合过滤条件的全量日志分页列表与总数,Log,"controller/log.go GetAllLogs 取 type/start_timestamp/end_timestamp/username/token_name/model_name/channel/group/request_id/upstream_request_id 调 model.GetAllLogs;api-router.go logRoute.GET(""/"") 挂 AdminAuth()",传入 type/时间区间/username 等任一过滤项返回对应子集;total 与 page_size 分页正确;不传 type(LogTypeUnknown=0)返回全部类型,AdminAuth() 中间件保护;普通用户无法访问该接口,FC-101
F-4002,用户自助日志查询（仅本人 user_id，按类型/时间/令牌名/模型/分组过滤）,日志与用量,user,P0,用户在个人日志页翻页查询,返回当前登录用户本人的日志分页列表,Log,"controller/log.go GetUserLogs 取 c.GetInt(""id"") 作 userId 调 model.GetUserLogs;api-router.go logRoute.GET(""/self"") 挂 UserAuth()",返回项均属当前 user_id;无 username/channel 过滤维度(自助接口不暴露);分页 total 正确,UserAuth() 保护;无法越权查询他人 userId 日志,FC-101
F-4003,按令牌明文 key 查询消费日志（令牌读权限 + 限流 + 禁缓存）,日志与用量,user,P1,外部用程序带 token key 调 GET /api/log/token 查该 key 日志,返回该 token_id 对应的日志列表,Log;Token,"controller/log.go GetLogByKey 取 c.GetInt(""token_id"") 调 model.GetLogByTokenId;api-router.go logRoute.GET(""/token"") 挂 TokenAuthReadOnly()+CORS()+CriticalRateLimit()",token_id==0 返回「无效的令牌」;有效 token_id 返回其日志数组;高频调用被 CriticalRateLimit 拦截,TokenAuthReadOnly() 校验 key;Disable/CriticalRateLimit 防滥用,FC-102
F-4004,管理端日志统计（消费类 quota/rpm/tpm 汇总）,日志与用量,admin,P1,管理员在日志页查看统计卡片,返回过滤条件下 LogTypeConsume 日志的 quota、rpm、tpm 三项聚合值,Log,"controller/log.go GetLogsStat 调 model.SumUsedQuota;model/log.go SumUsedQuota Where(""type = ?"", LogTypeConsume)",返回 quota/rpm/tpm 三字段;仅统计 type=2(LogTypeConsume)的记录;过滤项随查询变化,AdminAuth() 保护(logRoute /stat),FC-102
F-4005,用户自助日志统计（按当前用户名汇总 quota/rpm/tpm）,日志与用量,user,P1,用户在个人仪表盘查看用量统计,返回以当前 username 限定的消费日志聚合 quota/rpm/tpm,Log,"controller/log.go GetLogsSelfStat 取 c.GetString(""username"") 传入 model.SumUsedQuota;api-router.go logRoute.GET(""/self/stat"") 挂 UserAuth()",统计 username 固定为当前用户;返回 quota/rpm/tpm;不接受任意 username 参数覆盖,UserAuth() 保护;username 来自上下文不可伪造,FC-102
F-4006,清理历史日志（按目标时间戳分批删除，每批上限 100）,日志与用量,admin,P1,管理员在日志维护设置目标时间点执行清理,删除早于 target_timestamp 的日志并返回删除条数,Log,"controller/log.go DeleteHistoryLogs 校验 target_timestamp!=0 调 model.DeleteOldLog(ctx, targetTimestamp, 100)",target_timestamp 为 0 返回「target timestamp is required」;成功返回 data=删除 count;单次最多删 100 条,AdminAuth() 保护(logRoute DELETE /),FC-101
F-4007,管理端配额按日数据查询（GetAllQuotaDates，可按 username 过滤）,日志与用量,admin,P1,管理员在数据看板选时间区间查看每日配额,返回时间区间内按日聚合的 QuotaData 列表,QuotaData,"controller/usedata.go GetAllQuotaDates 调 model.GetAllQuotaDates(start, end, username);api-router.go dataRoute.GET(""/"") 挂 AdminAuth()",传 username 过滤指定用户;返回按日分组数据;空 username 返回全站,AdminAuth() 保护,FC-103
F-4008,配额数据按用户聚合（GetQuotaDatesByUser，全站用户维度）,日志与用量,admin,P2,管理员查看各用户配额消耗排布,返回时间区间内按用户分组的配额聚合数据,QuotaData,"controller/usedata.go GetQuotaDatesByUser 调 model.GetQuotaDataGroupByUser(start, end);api-router.go dataRoute.GET(""/users"")",返回以用户为维度的聚合;时间区间生效;数据按 user 分组,AdminAuth() 保护,FC-103
F-4009,用户自助配额按日数据（GetUserQuotaDates，时间跨度上限 1 个月）,日志与用量,user,P1,用户在个人用量页选区间查看每日消耗,返回本人时间区间内的每日 QuotaData,QuotaData,"controller/usedata.go GetUserQuotaDates 取 c.GetInt(""id"") 调 model.GetQuotaDataByUserId;校验 endTimestamp-startTimestamp > 2592000",时间跨度超过 2592000 秒(1 月)返回「时间跨度不能超过 1 个月」;仅返回当前 userId 数据,UserAuth() 保护;userId 来自上下文防越权,FC-103
F-4010,模型/用量排行榜快照（公开，按 period 周/月）,日志与用量,anonymous;user,P2,公开页或控制台请求 GET /api/rankings,返回指定 period 的用量排行榜快照,UsedataRanking,"controller/rankings.go GetRankings 调 service.GetRankingsSnapshot(c.DefaultQuery(""period"", ""week""));api-router.go GET(""/rankings"") 挂 HeaderNavModuleAuth(""rankings"")",period 默认 week;非法 period 返回 400 + 错误信息;成功返回排行快照数据,"受 HeaderNavModuleAuth(""""rankings"""") 模块开关控制是否可见",FC-104
F-4011,管理/高危操作审计日志记录（type=LogTypeManage，记录 action+params+操作者+IP）,日志与用量,admin,P0,管理员执行渠道/系统设置/兑换码等资源操作时自动埋点,落库一条含 action、英文渲染 content、操作者身份与 client IP 的审计日志,Log,controller/audit.go recordManageAudit→model.RecordOperationAuditLog;model/log.go RecordOperationAuditLog Type:LogTypeManage(3);auditContentEN 按 auditContentTemplates 渲染,"写入记录 Type=3;content 由 action 模板(如 option.update→""""Updated system setting ${key}"""")渲染;含 admin_id/admin_username/admin_role/auth_method",未登记 action 退回 action 本身;markAuditLogged 避免鉴权链路重复兜底记录,FC-105
F-4012,用户安全敏感操作审计（passkey 绑定/解绑等，无管理员归属）,日志与用量,user,P1,普通用户完成 passkey 注册或删除等安全动作,记录归属该用户、无 admin_info 的安全审计日志,Log,"controller/audit.go recordUserSecurityAudit 调 model.RecordOperationAuditLog(userId, ..., nil, nil);模板含 user.passkey_register/user.passkey_delete","写入记录 adminInfo 为 nil;content 渲染为 """"Registered a passkey""""/""""Deleted a passkey"""";归属操作用户自身 userId",不依赖 AdminAuth/RootAuth 兜底;用户可在自己日志中看到,FC-105
F-4013,登录审计日志记录（type=LogTypeLogin）,日志与用量,user,P1,用户登录成功后系统埋点,落库一条 type=LogTypeLogin 的登录审计日志,Log,model/log.go RecordLoginLog Type:LogTypeLogin(7) 记录 username/content/ip/action/params/extra,写入记录 Type=7;包含登录 username 与 client IP;按 action/params 结构化存储,与消费/管理日志通过 type 字段区分,FC-105
F-4014,渠道亲和缓存用量统计查询,日志与用量,admin,P2,管理员在亲和缓存监控页查看用量,返回 channel_affinity_usage_cache 的统计数据,ChannelAffinityUsageCache,"api-router.go logRoute.GET(""/channel_affinity_usage_cache"") 挂 AdminAuth() 调 controller.GetChannelAffinityUsageCacheStats",返回亲和缓存用量统计;挂在 logRoute 分组下,AdminAuth() 保护,FC-105
F-4015,系统初始化状态查询（GetSetup，未初始化返回 root 是否存在与数据库类型）,运营与运维,anonymous,P0,首次访问站点前端探测是否需进入初始化向导,返回 setup 状态、root_init、database_type,Setup,controller/setup.go GetSetup 读 constant.Setup;未初始化时 setup.RootInit=model.RootUserExists();按 common.UsingMySQL/PostgreSQL/SQLite 填 DatabaseType,已初始化返回 status=true 直接结束;未初始化返回 root_init 与 database_type(mysql/postgres/sqlite),GET /api/setup 匿名可访问,FC-106
F-4016,系统初始化提交（PostSetup，创建 root 账号 + 设置自用/演示模式 + 写 setup 记录）,运营与运维,anonymous,P0,管理员在初始化向导提交用户名密码与模式开关,创建 root 用户、持久化模式开关并标记 constant.Setup=true,User;Setup;Option,controller/setup.go PostSetup 校验 username<=12、password>=8 且两次一致;创建 Role=RoleRootUser、Quota=100000000 用户;写 SelfUseModeEnabled/DemoSiteEnabled 并 Create model.Setup,已初始化返回「系统已经初始化完成」;用户名>12 字符或密码<8 或两次不一致分别报错;成功后 constant.Setup=true,POST /api/setup 带 anonymousRequestBodyLimit;重复初始化被拒,FC-106
F-4017,全站选项列表查询（GetOptions，自动剔除敏感键 + 注入补全倍率元信息）,运营与运维,root,P0,管理员进入系统设置页加载所有配置,返回过滤敏感键后的 option 列表并附加 CompletionRatioMeta,Option,controller/option.go GetOptions 遍历 common.OptionMap 跳过后缀 Token/Secret/Key/secret/api_key 的键;追加 key=CompletionRatioMeta 的 buildCompletionRatioMetaValue 结果,返回项不含任何以 Token/Secret/Key 结尾的敏感键;额外含 CompletionRatioMeta 项,optionRoute 挂 RootAuth();仅 root 可读全站配置,FC-107
F-4018,全站选项更新（UpdateOption，含逐键合法性校验与依赖检查）,运营与运维,root,P0,管理员在系统设置修改单个配置项,校验通过后落库该选项并记录 option.update 审计,Option;Log,"controller/option.go UpdateOption 对 GitHubOAuthEnabled/discord.enabled/oidc.enabled/theme.frontend/GroupRatio/ImageRatio 等分支校验后 model.UpdateOption;末尾 recordManageAudit(""option.update"",{key})",启用 OAuth 但未填 ClientId 报对应「请先填入...」错误;theme.frontend 非 default/classic 报「无效的主题值」;成功后写审计仅记录 key 不记录 value,optionRoute 挂 RootAuth();合规字段 payment_setting.compliance_ 禁止经此接口改;QuotaForInviter 正值需先确认支付合规,FC-107
F-4019,性能统计查询（缓存/内存/磁盘/GC/Goroutine 与监控阈值配置）,运营与运维,root,P1,管理员打开性能监控面板,返回磁盘缓存、内存、磁盘空间、Goroutine 数与监控配置的聚合统计,PerformanceStats,controller/performance.go GetPerformanceStats 组装 CacheStats/MemoryStats(Alloc/Sys/NumGC/NumGoroutine)/DiskCacheInfo/DiskSpaceInfo/PerformanceConfig,返回含 num_goroutine、num_gc、disk_space_info.used_percent 与监控 CPU/内存/磁盘阈值;实时读 runtime.ReadMemStats,performanceRoute 挂 RootAuth();仅 root 可见运维指标,FC-108
F-4020,清理不活跃磁盘缓存（删除 10 分钟以上未使用缓存文件）,运营与运维,root,P2,管理员在性能面板点击清理磁盘缓存,删除超过 10 分钟未使用的磁盘缓存文件,DiskCache,controller/performance.go ClearDiskCache 调 common.CleanupOldDiskCacheFiles(10 * time.Minute),成功返回「不活跃的磁盘缓存已清理」;10 分钟阈值确保进行中请求不被误删,performanceRoute DELETE /disk_cache 挂 RootAuth(),FC-108
F-4021,强制执行 GC / 重置性能统计计数,运营与运维,root,P2,管理员手动触发垃圾回收或重置统计,执行 runtime.GC() 或重置磁盘缓存统计计数,PerformanceStats,controller/performance.go ForceGC 调 runtime.GC() 返回「GC 已执行」;ResetPerformanceStats 调 common.ResetDiskCacheStats() 返回「统计信息已重置」,ForceGC 返回「GC 已执行」;ResetPerformanceStats 返回「统计信息已重置」;两者均为幂等运维动作,performanceRoute POST /gc 与 /reset_stats 挂 RootAuth(),FC-108
