function_id,function,module,roles,priority,trigger,core_result,data_objects,evidence,acceptance_focus,state_exception_permission_rule,source_fc
F-4022,日志文件列表查询（仅 oneapi-*.log，含总大小与最早/最新时间）,运营与运维,root,P2,管理员在日志文件管理页加载文件列表,返回日志目录下日志文件列表、文件数、总大小、最旧/最新时间,LogFile,controller/performance.go GetLogFiles 调 getLogFiles 仅收 前缀 oneapi- 且后缀 .log 的文件按名降序;LogDir 为空返回 Enabled=false,LogDir 未配置返回 enabled=false;仅列出 oneapi-*.log;返回 file_count/total_size 及 oldest_time/newest_time,performanceRoute GET /logs 挂 RootAuth(),FC-108
F-4023,清理过期日志文件（by_count 保留最新 N 个 / by_days 删早于 N 天，跳过活动日志）,运营与运维,root,P2,管理员选择按数量或天数清理日志文件,删除符合条件的日志文件并返回删除数与释放字节,LogFile,controller/performance.go CleanupLogFiles mode 必须 by_count/by_days;value 须为正整数;跳过 logger.GetCurrentLogPath() 当前活动日志,mode 非 by_count/by_days 报「invalid mode」;value<1 报「invalid value」;当前活动日志不被删除;部分失败返回 failed_files 并 success=false,performanceRoute DELETE /logs 挂 RootAuth();LogDir 未配置报错,FC-108
F-4024,性能指标汇总查询（公开 summary，按 hours + 活动分组聚合）,运营与运维,anonymous;user,P2,公开模型性能页或控制台请求 perf-metrics/summary,返回近 N 小时各活动分组的性能指标汇总,PerfMetric,"controller/perf_metrics.go GetPerfMetricsSummary hours 默认 24;activeGroups=GetGroupRatioCopy 键 + ""auto"" 调 perfmetrics.QuerySummaryAll;api-router.go perfMetricsRoute 挂 HeaderNavModulePublicOrUserAuth(""pricing"")",hours 默认 24 可经 query 覆盖;仅聚合活动分组 + auto;查询失败返回 500 + message,"受 HeaderNavModulePublicOrUserAuth(""""pricing"""") 控制公开或登录可见",FC-109
F-4025,单模型性能指标查询（按 model 必填 + group + hours，过滤非活动分组）,运营与运维,anonymous;user,P2,前端选定某模型查看其性能曲线,返回该模型按分组的性能指标且仅保留活动分组,PerfMetric,"controller/perf_metrics.go GetPerfMetrics model 为空返回 400「model is required」;调 perfmetrics.Query{Model,Group,Hours};result.Groups=filterActiveGroups",model 为空返回 400;返回 Groups 仅含活动分组或 auto;hours 默认 24,perfMetricsRoute GET 受 pricing 模块鉴权,FC-109
F-4026,Uptime-Kuma 状态接入（并发拉取多组状态页 + 心跳，聚合可用率/状态）,运营与运维,anonymous,P2,前端状态页请求 GET /api/uptime/status,返回各监控组的 monitor 列表（名称/可用率/状态/分组）,UptimeMonitor,controller/uptime_kuma.go GetUptimeKumaStatus 读 console_setting.GetUptimeKumaGroups();errgroup 并发拉 /api/status-page/{slug} 与 /heartbeat/{slug};uptimeKeySuffix=_24,未配置 groups 返回空数组;按 monitorID 匹配 uptimeList(_24 后缀)与 heartbeatList;单组拉取失败返回该组空 monitors,GET /api/uptime/status 匿名可访问;httpTimeout 10s / requestTimeout 30s,FC-110
F-4027,用户协议公开内容读取,运营与运维,anonymous,P1,公开协议页加载用户协议正文,返回系统配置的用户协议文本,LegalSetting,controller/misc.go GetUserAgreement 返回 system_setting.GetLegalSettings().UserAgreement,返回 data 为 UserAgreement 文本;未设置时为空字符串,匿名公开可读,FC-111
F-4028,隐私政策公开内容读取,运营与运维,anonymous,P1,公开隐私页加载隐私政策正文,返回系统配置的隐私政策文本,LegalSetting,controller/misc.go GetPrivacyPolicy 返回 system_setting.GetLegalSettings().PrivacyPolicy,返回 data 为 PrivacyPolicy 文本;未设置时为空,匿名公开可读,FC-111
F-4029,公告/关于/首页内容公开读取,运营与运维,anonymous,P2,前端加载公告栏、关于页、首页自定义内容,分别返回 OptionMap 中 Notice/About/HomePageContent 文本,Option,"controller/misc.go GetNotice 返 OptionMap[""Notice""];GetAbout 返 OptionMap[""About""];GetHomePageContent 返 OptionMap[""HomePageContent""]",三接口分别返回对应 OptionMap 键值;读取时持 OptionMapRWMutex.RLock,匿名公开可读;读锁保证并发一致,FC-111
F-4030,支付合规声明确认（仅会话鉴权，写合规版本/时间/操作者/IP）,运营与运维,root,P0,管理员在合规弹窗勾选确认并提交,落库 5 个 payment_setting.compliance_* 选项并返回确认结果,Option,controller/payment_compliance.go ConfirmPaymentCompliance 拒绝 access_token;req.Confirmed 必为 true;写 compliance_confirmed/terms_version/confirmed_at/confirmed_by/confirmed_ip,use_access_token 返回 403「requires dashboard session」;confirmed=false 返回「请确认合规声明」;成功写入 5 项并返回 terms_version/confirmed_by,optionRoute POST /payment_compliance 挂 RootAuth();仅会话(非 API token)可确认,FC-112
F-4031,控制台旧设置迁移（ApiInfo/Announcements/FAQ/UptimeKuma 旧键转 console_setting.*）,运营与运维,root,P2,管理员触发旧配置迁移,将旧 option 键转换为 console_setting.* 新结构并删除旧键,Option,controller/console_migrate.go MigrateConsoleSetting 读 AllOption;ApiInfo/FAQ 截断 50 条转 console_setting.api_info/faq;UptimeKumaUrl+Slug 同时存在才迁为 uptime_kuma_groups;Delete 旧键并 InitOptionMap,ApiInfo/FAQ 超 50 条被截断;仅当 url 与 slug 同时存在才迁移 uptime;旧键 ApiInfo/Announcements/FAQ/UptimeKumaUrl/UptimeKumaSlug 被删并重载 OptionMap,optionRoute POST /migrate_console_setting 挂 RootAuth();标注下个版本删除,FC-113
F-4032,"模型请求限流分组配置（按分组设置 [count,duration] 上限并校验）",运营与运维,root,P1,管理员配置某分组的模型请求速率上限,校验 JSON 后保存分组限流配置,Option,controller/option.go UpdateOption case ModelRequestRateLimitGroup 调 setting.CheckModelRequestRateLimitGroup;setting/rate_limit.go ModelRequestRateLimitGroup map[string][2]int,"非法 JSON 或不合法 [count,duration] 校验失败返回错误;保存后 GetGroupRateLimit 按分组返回限流值",optionRoute 挂 RootAuth(),FC-114
F-4033,敏感词内容过滤配置（启用开关 + 换行分隔词表）,运营与运维,root,P2,管理员在内容安全设置维护敏感词,启用开关与敏感词列表生效于 prompt 检查,SensitiveWords,setting/sensitive.go CheckSensitiveEnabled、CheckSensitiveOnPromptEnabled、SensitiveWords;SensitiveWordsFromString 按换行拆分;ShouldCheckPromptContent=两开关与运算,换行字符串被拆为词表;ShouldCheckPromptContent 在两开关均为 true 时才返回 true;默认含 test_sensitive,经选项接口由 root 配置,FC-115
F-4034,用户可用分组与自动分组配置（auto_group 列表 + 默认启用开关）,运营与运维,root,P1,管理员配置 auto 分组成员与默认是否启用,保存自动分组列表与 DefaultUseAutoGroup 开关,AutoGroup,setting/auto_group.go DefaultUseAutoGroup、UpdateAutoGroupsByJsonString、GetAutoGroups、ContainsAutoGroup;misc.go GetStatus 暴露 default_use_auto_group,ContainsAutoGroup 对 auto 分组返回 true;UpdateAutoGroupsByJsonString 解析 JSON 列表;GetStatus 暴露 default_use_auto_group 给前端,经选项接口由 root 配置,FC-116
F-4035,前端主题切换配置（default / classic 二选一，写入即生效）,运营与运维,root,P1,管理员在系统设置切换前端主题,校验主题值合法后保存 theme.frontend,Option,"controller/option.go UpdateOption case ""theme.frontend"" 仅允许 default/classic;misc.go GetStatus 暴露 theme=system_setting.GetThemeSettings().Frontend",theme.frontend 非 default/classic 返回「无效的主题值，可选值：default（新版前端）、classic（经典前端）」;成功后 GetStatus 返回新 theme,optionRoute 挂 RootAuth();前端依 GetStatus.theme 渲染对应主题,FC-117
F-4036,后端多语言解析与切换（zh-CN/zh-TW/en，按用户设置或 Accept-Language）,运营与运维,user;anonymous,P2,请求进入时按上下文确定响应语言,按用户语言设置或 Accept-Language 头返回对应语言文案,UserSetting,i18n/i18n.go Init 加载 locales/zh-CN.yaml、zh-TW.yaml、en.yaml;GetLangFromContext 先取用户设置再 ParseAcceptLanguage;T/Translate 渲染,已登录用户优先用其 UserSetting 语言;未登录回退 Accept-Language;支持 zh-CN/zh-TW/en,语言来自上下文不可任意伪造;懒加载用户语言,FC-118
F-4037,额度预警通知配置（email/webhook/bark 三渠道 + 预警阈值，正数校验）,运营与运维,user,P1,用户在个人设置选择通知方式并填阈值,保存通知类型、对应渠道参数与额度预警阈值,NotificationSetting,web/classic/.../NotificationSettings.jsx warningType 单选 email/webhook/bark;warningThreshold 必填且校验正数;webhook 填 webhookUrl+webhookSecret(Bearer);bark 填 barkUrl,warningType=webhook 时 webhookUrl 必填;warningThreshold 非正数报「预警阈值必须为正数」;余额低于阈值时按所选渠道发「您的额度即将用尽」通知,webhookSecret 以 Bearer 加请求头校验合法性,FC-119
F-4038,站内对话试用 Playground（临时令牌走 relay，禁用 access token）,Playground,user,P0,用户在 Playground 选模型发起对话提交 POST /pg/chat/completions,以临时令牌构造 relay 上下文并转发对话请求,Token;User,"controller/playground.go Playground 拒绝 use_access_token;GenRelayInfo(RelayFormatOpenAI);构造 tempToken{Name:playground-<group>,Group:UsingGroup} 经 SetupContextForToken 后调 Relay",use_access_token 返回 ErrorCodeAccessDenied「暂不支持使用 access token」;以 playground-<group> 临时令牌按用户分组计费转发,playgroundRouter /pg 挂 UserAuth()+Distribute()+SystemPerformanceCheck();按用户实际额度计费,FC-120
F-4039,营销首页公开状态聚合（系统名/Logo/页脚/登录方式开关/主题/签到开关等）,公开站点,anonymous,P1,访客打开营销首页前端拉取 GetStatus,返回首页渲染所需的全站公开配置聚合,Option;LegalSetting;ConsoleSetting,controller/misc.go GetStatus 返回 system_name/logo/footer_html/各 OAuth 开关/theme/checkin_enabled/user_agreement_enabled 等;镜像证据 WEBSITE-COVERAGE §3 页脚「基于 New API」,返回含 system_name、logo、footer_html、register_enabled、checkin_enabled 等;按 ApiInfoEnabled/AnnouncementsEnabled/FAQEnabled 条件注入可选内容,匿名公开可读;敏感配置不在此暴露,FC-121
F-4040,首页对话输入框 Playground 入口（placeholder「问点什么…」导向试用）,公开站点,anonymous;user,P2,访客在首页对话框输入并点「发送」,引导进入 Playground 对话试用,无,镜像证据 WEBSITE-COVERAGE §4 首页对话输入框 placeholder「问点什么…」(Playground/试用入口候选);后端对应 controller/playground.go Playground,首页对话框展示 placeholder「问点什么…」;发送动作导向 Playground 试用,未登录点击发送应引导登录(Playground 需 UserAuth),FC-122
F-4041,用户协议公开页（/agreement 路由渲染协议正文）,公开站点,anonymous,P1,访客访问 /agreement 页面,展示用户协议正文页,LegalSetting,镜像证据 WEBSITE-COVERAGE §2 page-0002 /agreement「用户协议」;数据源 controller/misc.go GetUserAgreement;GetStatus.user_agreement_enabled 控制入口,/agreement 渲染 UserAgreement 内容;user_agreement_enabled 为 false 时入口隐藏,匿名公开访问,FC-123
F-4042,隐私政策公开页（/privacy 路由渲染隐私正文）,公开站点,anonymous,P1,访客访问 /privacy 页面,展示隐私政策正文页,LegalSetting,镜像证据 WEBSITE-COVERAGE §2 page-0003 /privacy「隐私政策」;数据源 controller/misc.go GetPrivacyPolicy;GetStatus.privacy_policy_enabled 控制入口,/privacy 渲染 PrivacyPolicy 内容;privacy_policy_enabled 为 false 时入口隐藏,匿名公开访问,FC-124
F-4043,公开主题/语言切换控件（页面右上「切换主题」「切换语言」）,公开站点,anonymous;user,P2,访客点击页面「切换主题」或「切换语言」,切换前端主题或界面语言,无,镜像证据 WEBSITE-COVERAGE §4 公开 CTA 含「切换主题」「切换语言」;主题源 GetStatus.theme;语言源 i18n/i18n.go(zh/en 等),点击切换主题在 default/classic 间切换;切换语言在受支持语言间切换;无需登录,匿名即可切换;主题最终值受 root 配置 theme.frontend 约束,FC-125
F-4044,控制台/模型广场/API Keys 主入口（动态域，证据 GAP）,公开站点,user,P2,访客点击导航「控制台/模型广场/API Keys」跳转 app 子域,跳转至控制台动态域入口,无,镜像证据 WEBSITE-COVERAGE §4 导航含控制台/模型广场/API Keys;§7 GAP app.routifyapi.com 未访问(SEMANTIC-GAPS SG-001),导航入口指向 app 动态域;具体页面以 repo 控制台能力为权威;本轮未捕获动态截图,标注为证据 GAP(SG-001);需登录后访问,FC-126
F-4045,Codex 渠道上游用量查询（解析 OAuth key + 401/403 自动刷新 token 重试）,渠道运维,admin,P1,管理员在渠道页查 Codex 渠道用量 GET /channel/:id/codex/usage,返回该 Codex 渠道上游 wham 用量数据,Channel,controller/codex_usage.go GetCodexChannelUsage 校验 ch.Type==ChannelTypeCodex 且非 IsMultiKey;codex.ParseOAuthKey 取 access_token/account_id;FetchCodexWhamUsage;401/403 且有 refresh_token 时 RefreshCodexOAuthToken 后重试并回写 key,非 Codex 类型返回「channel type is not Codex」;multi-key 渠道返回「multi-key channel is not supported」;access_token/account_id 缺失分别报错;401/403 自动刷新后重试,channelRoute GET /:id/codex/usage 受管理鉴权;刷新成功回写渠道 key 并 InitChannelCache,FC-127
F-4046,生成视频内容网关代理下发（按渠道类型解析 URL + SSRF 校验 + 流式回传，含 Gemini 分支）,Relay,user,P1,用户对已完成视频任务请求 GET /videos/:task_id/content,代理拉取上游视频内容并流式回写给用户,Task;Channel,controller/video_proxy.go VideoProxy 校验 task 属本人且 Status==TaskStatusSuccess;按 channel.Type 分支(Gemini 用 task.PrivateData.Key+x-goog-api-key、Vertex、OpenAI/Sora 拼 /v1/videos/.../content);ValidateURLWithFetchSetting SSRF 校验后 io.Copy,task 未完成返回当前状态错误;任务不存在/非本人返回 404;视频 URL 经 SSRF 校验未通过返回 403;data: URL 走 base64 解码直出;响应设 Cache-Control max-age=86400,video proxy 路由按用户上下文取 task(GetByTaskId 带 userID);SSRF 防护按 fetchSetting 配置,FC-128
F-5001,网关附加延迟与转发开销埋点,NFR,运维/Root,P0,每次relay请求,采集网关附加延迟p50/p99并暴露指标,PerfMetric;Log,REPO-INSPECTION D16 perf_metrics;service/channel_select.go,p50<=15ms且p99<=60ms可在指标系统查询,仅运维/Root可见全量指标,NFR-P01/P02/P06
F-5002,性能压测与基准门禁,NFR,运维/Root,P1,发布前/定时,对chat转发做恒定负载压测验证吞吐与并发目标,PerfMetric,NFR-P04/P05;controller/relay.go,稳态>=1500req/s且>=5000并发长连接错误率<0.1%,失败阻断发布,NFR-P04/P05
F-5003,渠道健康度看板,NFR,运营/运维/管理员/Root,P0,持续,展示每渠道错误率/延迟/AutoBan状态供降级判断,Channel;ChannelSatisfy;Log,AutoBan;StatusCodeMapping;channel-test.go,故障渠道命中后<=1次重试切换健康渠道,需admin+权限,NFR-A02/A04
F-5004,SLA月度可用性报表,NFR,运营/管理员/Root,P1,定时,按分钟探针聚合数据面/控制面月度可用性,PerfMetric;Log,NFR-A01;uptime_kuma.go,数据面>=99.9%控制面>=99.5%可出报,只读,NFR-A01
F-5005,容灾演练与备份恢复,NFR,运维/Root,P1,演练/故障,主从切换与备份恢复达成RTO/RPO目标,DB备份,NFR-A08;DB三选一,RTO<=30min且RPO<=5min,Root审批,NFR-A08
F-5006,令牌Key掩码与受控取明文,Security,用户/开发者及以上,P0,查看/取Key,列表默认掩码显示取明文走二次验证受控接口,Token,controller/token.go;secure_verification.go,列表无明文且取明文需SecureVerification+CriticalRateLimit,self-scope+二次验证,NFR-S02
F-5007,密钥与支付Secret加密静态存储,Security,运维/Root,P0,写入/读取,渠道Key与WebhookSecret以AES-256-GCM/KMS密文落库,Channel;PaymentSetting,model/channel.go;payment_*.go;NFR-S01,DB字段为密文且支持轮换,Root配置,NFR-S01/S10
F-5008,日志prompt/响应脱敏管线,Security,运维/Root,P0,记录日志时,对开启正文留存的日志按PII规则脱敏后存储,Log,model/log.go;NFR-S04,含PII的prompt在日志中已掩码,默认不留正文,NFR-S04/DC-005
F-5009,高危操作审计留痕,Security,运营/运维/管理员/Root,P0,高危操作,取Key/改倍率/禁渠道/改Option等写审计含前后值,Log;Audit,controller/audit.go;NFR-S09,审计可按操作人/对象检索,admin+可查,NFR-S09
F-5010,Prometheus RED指标导出,Observability,运维/Root,P0,持续,暴露按渠道/模型的请求率/错误率/延迟与额度速率,PerfMetric;UseData,controller/perf_metrics.go;NFR-O01,/metrics可被抓取且含维度标签,运维/Root,NFR-O01/O02
F-5011,多渠道告警编排,Observability,运营/运维/管理员/Root,P0,阈值触发,渠道错误率/额度/限流/延迟超SLO经Email/Webhook/Bark告警,Option;NotificationSettings,NotificationSettings;NFR-O03,注入故障告警送达对应渠道,admin+配置,NFR-O03
F-5012,链路追踪trace_id贯穿,Observability,运维/Root,P1,每请求,入站到上游到结算贯穿trace_id并支持OTel导出,Log,relay链路;NFR-O04,单请求可在APM端到端串联,运维/Root,NFR-O04
F-5013,无状态横扩与共享缓存,Scalability,运维/Root,P0,扩容,转发实例无本地状态状态走Redis可线性扩展,ChannelCache;TokenCache,Redis;NFR-E01,2到4实例吞吐近线性增长,运维/Root,NFR-E01
F-5014,缓存命中率监控,Scalability,运维/Root,P1,持续,监控渠道/令牌/Ability缓存命中率,ChannelCache;TokenCache;Ability,model/channel_cache.go;NFR-E02,命中率>=95%且DB选渠占比<5%,运维/Root,NFR-E02
F-5015,日志归档与分区,Scalability,运维/Root,P1,定时,日志表分区并归档超期数据,Log;QuotaData,GORM;NFR-E03;DC-006,超期日志按策略归档不影响查询,运维/Root,NFR-E03/DC-006
F-5016,数据分级登记,Compliance,运营/Root,P1,初始化/变更,对凭证/PII/内容/计量四级数据字段标注分级,全表,DC-001;model/*,字段清单含分级标注,Root维护,DC-001
F-5017,prompt留存开关与保留期,Compliance,运营/Root,P0,配置,正文留存默认关可开且独立保留期默认<=30天,Log;Option,model/log.go;DC-005,留存开关与保留期可配且生效,admin+配置,DC-005
F-5018,合规分组仅境内provider,Compliance,运营/Root,P1,选渠,为合规分组限定仅命中境内数据驻地渠道,Channel;UserGroup;VendorMeta,group_ratio;DC-008;INTEGRATION-LIST,合规分组请求不命中境外渠道,admin+配置,DC-008
F-5019,数据出境告知与驻地标注,Compliance,访客/用户及以上,P0,展示/调用,每provider标注境内外驻地并明示请求转发地区,VendorMeta,vendor_meta.go;DC-009/DC-010,价格页与控制台可见数据驻地,公开可见,DC-008/DC-009
F-5020,账号注销级联删除,Compliance,用户及以上,P0,注销,注销级联删除令牌/OAuth绑定/PII并匿名化日志,User;Token;UserOAuthBinding;Log,DC-011;model/user.go,注销后PII清空或匿名,self-scope,DC-003/DC-011
F-5021,隐私政策与出境条款同意闸门,Compliance,访客/用户,P0,首次调用前,未接受含出境与留存条款的协议不可调用,Option;User,controller/option.go;DC-010,未同意协议拒绝调用,公开闸门,DC-010
F-5030,功能权限组运营集运维集分配,RBAC,Root,P1,配置,Root为admin细分运营/运维最小权限集,User;Option,ROLE-PERMISSION-MATRIX;role=admin,Operator仅得O07-O09且SRE仅得O11与O10只读,RootAuth,RBAC-matrix
F-5031,三级系统角色鉴权,RBAC,全部,P0,每请求,common/admin/root经AdminAuth/RootAuth中间件鉴权,User,GLOSSARY角色;AdminAuth/RootAuth,越权路由返回403,中间件强制,RBAC-matrix
F-5032,self-scope资源越权防护,RBAC,用户/开发者,P0,访问资源,按user_id强制过滤令牌/额度/任务/日志,Token;Log;Task;Quota,model层user_id过滤,访问他人资源返回403,self-scope,RBAC-matrix
F-5033,高危操作二次验证闸门,RBAC,用户及以上,P0,高危操作,取Key/改倍率/重置2FA等统一接入SecureVerification,Token;Channel;User,secure_verification.go;NFR-S09,无二次验证调用返回403,二次验证,RBAC-matrix
F-5034,角色操作权限矩阵配置化,RBAC,Root,P2,配置/审计,矩阵可后台查看与审计变更,Option;Audit,ROLE-PERMISSION-MATRIX,矩阵变更可审计,RootAuth,RBAC-matrix
F-5035,团队工作区实体阶段二预留,RBAC,用户/Root,P3,创建团队,引入team_id与Owner/Member两级角色及共享额度池,User;Token;Team;Quota,SG-006;ROLE-PERMISSION-MATRIX多租户决策,团队共享额度且成员self-scope,阶段二启用,SG-006
F-6001,对外模型分级商品目录,D8 模型与供应商,超管,P0,admin 配置对外模型(公开名A/品质档/基准售价/上下架),品质不同拆独立对外模型分别定价(旗舰/增强/经济),PublicModel,COMPAT-BILLING-DECISIONS §3、DATA-MODEL §16,品质拆分后三档各独立定价、上架即客户可见,品质不同绝不混同一A兜底(红线),COMPAT-BILLING
F-6002,超管底仓映射 A→B,D8 模型与供应商,超管,P0,admin 配置 A→B 全局底仓映射,"对外名A映射到真实上游模型B,客户永不可见B",PlatformModelMapping,COMPAT-BILLING-DECISIONS §2、DATA-MODEL §17,"A→B 1对1,客户视图/候选/日志均不出现B",B不可见三道闸,COMPAT-BILLING
F-6003,客户层自助模型映射 C→A,D8 模型与供应商,注册用户,P0,"客户配 C→A(用户级/分组级,开放输入+候选联想)","客户用自己的别名C调用,映射到平台公开模型A",UserModelAlias,COMPAT-BILLING-DECISIONS §2、DATA-MODEL §18,"user级优先group级,候选=公开A全集但不强制白名单",不校验白名单/越权护栏self-scope,COMPAT-BILLING
F-6004,模型权限全开,D8 模型与供应商,注册用户,P1,所有对外模型对所有客户可见可用,"不按等级圈定可用模型,分组仅折扣",PublicModel,COMPAT-BILLING-DECISIONS §5,"上架即全员可用,无越权问题",分组退化为纯折扣不控权限,COMPAT-BILLING
F-6005,供应渠道池(一对多+容灾),D7 渠道与供应商,超管,P0,对外模型A→真实模型B 绑多个渠道,"按优先级/权重选渠,挂了兜底切下一个","Channel,Ability,ChannelModelCost",COMPAT-BILLING-DECISIONS §3、prd-channel CH-6,"主渠道异常自动切备用,售价恒定",同一A只挂同品质渠道,COMPAT-BILLING
F-6006,供应商成本配置,D7 渠道与供应商,超管,P0,admin 手填渠道×真实模型B的成本倍率,"记录每渠道每模型进货成本,供利润计算",ChannelModelCost,COMPAT-BILLING-DECISIONS §4、DATA-MODEL §19,"结算按实际渠道×B取成本,缺失记0告警","成本仅内部,不影响客户售价",COMPAT-BILLING
F-6007,成本/售价分离,D6 计费与额度,系统,P0,每笔请求售价挂A成本挂渠道×B,"售价对客户恒定,成本随实际供应商浮动",Log(quota_sell/quota_cost/quota_profit),COMPAT-BILLING-DECISIONS §4、prd-billing BL-7,兜底切供应商售价不变成本跟实际走,成本不乘折扣,COMPAT-BILLING
F-6008,分组折扣计费,D6 计费与额度,系统,P0,最终扣费=对外模型基准价×分组折扣系数,按付费等级free/vip/svip给不同折扣,"User.Group,group_ratio",COMPAT-BILLING-DECISIONS §6、prd-billing BL-8,公开站展示基准价客户登录看折后价,分组仅折扣不定价不控权限,COMPAT-BILLING
F-6009,利润分析看板,D6 计费与额度,超管,P1,admin 按模型/供应商/分组看利润,"逐笔利润=售价-成本,聚合识别亏损渠道","Log,AdminLogView",COMPAT-BILLING-DECISIONS §9、prd-billing BL-9,"利润看板按三维度聚合,亏损标红告警",成本/利润仅admin可见,COMPAT-BILLING
F-6010,协议兼容层(OpenAI⇄Anthropic),D9 中继转发,系统,P0,客户用OpenAI或Anthropic格式打进来都接,只看头尾:确定目标模型后做一次协议转换,"IR中间表示,RelayFormat",COMPAT-BILLING-DECISIONS §1、prd-relay RL-6,"入站vs目标协议相等直通不等转换,留扩展位","复用adapter.go,可插拔适配器",COMPAT-BILLING
F-6011,端到端经营转发链路,D9 中继转发,系统,P0,协议识别→C→A→B映射→选渠→转换→计费→落Log,串联映射/路由/协议/计费全链,"RelayInfo,PriceData,Log",COMPAT-BILLING-DECISIONS §10、prd-relay RL-7,"完整链路9步,含成本缺失/亏损分支",映射环检测+最大跳数,COMPAT-BILLING
F-6012,调用明细逐条展示,D5 用量与日志,"注册用户,超管",P0,用量页逐条展示每次调用明细,模型/分组/计费模式/Tokens/费用/IP/UA/耗时,"Log,UserLogView,AdminLogView",COMPAT-BILLING-DECISIONS §8、prd-usagelog UL-9,"每次调用一行可展开,admin全局客户仅自己",客户不可见B/成本/利润/供应商,COMPAT-BILLING
